Existence of commercial and service activities by type - self employment,Existence of commercial and service activities by type - public sector,Town,Existence of commercial and service activities by type - banking institutions,refArea,Total number of commercial institutions by size - number of medium-sized institutions,Total number of commercial institutions by size - number of large-sized institutions,Observation URI,Existence of commercial and service activities by type - service institutions,Total number of non banking financial institutions ,Percentage of small and medium sized commercial institutions,publisher,dataset,Total number of commercial institutions by size - number of small institutions,Total number of service institutions ,references,Existence of commercial and service activities by type - commerce
1,0,Shayleh Kesrouane,0,http://dbpedia.org/resource/Keserwan_District,10,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Shayleh+Kesrouane,0,0,9.756e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,30,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Sibline,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sibline,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Sindianet Zeidane,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sindianet+Zeidane,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Sini,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sini,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Sinn El-Fil,1,http://dbpedia.org/resource/Matn_District,100,100,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sinn+El-Fil,1,0,6.667e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,100,30,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Sir Ed-Danniyeh,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sir+Ed-Danniyeh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Sir El-Gharbiyeh,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sir+El-Gharbiyeh,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Sirhmoul,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sirhmoul,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Sirjbal,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sirjbal,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,3,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Sohmor,0,http://dbpedia.org/resource/Western_Beqaa_District,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sohmor,1,4,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,4,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Soltan Yacoub el Aradi,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Soltan+Yacoub+el+Aradi,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,20,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Souairi,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Souairi,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Souaisset Aakkar,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Souaisset+Aakkar,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Soufaileh,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Soufaileh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Soultaniyet Bent Jbeil,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Soultaniyet+Bent+Jbeil,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Souq El-Gharb,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Souq+El-Gharb,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Sour,1,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Sour,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Srar,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Srar,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,1,Srayri,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Srayri,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Srifa,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Srifa,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,200,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Srobbine,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Srobbine,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Taaid,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Taaid,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Taalbaya,0,http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Taalbaya,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,50,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Taazaniyeh,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Taazaniyeh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Tabarja,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tabarja,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Tahouitat El Ghadir,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tahouitat+El+Ghadir,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Taibet Baalbek,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,5,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Taibet+Baalbek,0,0,8.667e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,8,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Tal Aabbas,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tal+Aabbas,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
0,1,Talia,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Talia,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Tall Aabbas Ech-Charqi,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tall+Aabbas+Ech-Charqi,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,2,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Tall Bireh,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tall+Bireh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Tall Hmayra,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tall+Hmayra,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Tall Meaayan Tall Kiri,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tall+Meaayan+Tall+Kiri,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,3,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Tall Znoub,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tall+Znoub,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Tallet Chattaha,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tallet+Chattaha,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Talloussa,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Talloussa,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Tanbourit,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tanbourit,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,8,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Tannoura,1,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tannoura,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Tannourine El-Faouqa,0,http://dbpedia.org/resource/Batroun_District,0,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tannourine+El-Faouqa,0,0,9.333e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,28,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Taraiya,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Taraiya,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,12,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Tarchich,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tarchich,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Tartij,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tartij,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,7,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Tawfiqiya,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tawfiqiya,0,0,9.412e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,15,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Taybet Matjaayoun,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Taybet+Matjaayoun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Tayr Debbeh,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tayr+Debbeh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Tayr Falsay,1,http://dbpedia.org/resource/Tyre_District,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tayr+Falsay,0,0,9.231e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Tayr Harfa,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tayr+Harfa,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Teffahta,0,http://dbpedia.org/resource/Sidon_District,3,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Teffahta,0,0,9.286e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Temnine El-Faouqa,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Temnine+El-Faouqa,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Temnine Et-Tahta,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Temnine+Et-Tahta,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Terbol Zahleh,0,http://dbpedia.org/resource/ZahlÃ©_District,10,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Terbol+Zahleh,0,0,8.889e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,30,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Thoum,0,http://dbpedia.org/resource/Batroun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Thoum,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,19,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Tibnine,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tibnine,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,214,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Tikrit,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tikrit,0,1,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Tiri,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tiri,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Tleil,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tleil,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,15,0,https://impact.cib.gov.lb/home#open_data_section,1
0,1,Torbol Menie,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Torbol+Menie,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Toula,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Toula,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,1,Toula El-Batroun,0,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Toula+El-Batroun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Touline,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Touline,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,1,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Toura,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Toura,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Trablous ,1,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Trablous+,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Tshea,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Tshea,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Vidar,0,http://dbpedia.org/resource/Byblos_District,4,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Vidar,0,0,8.462e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,7,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Wadi Jezzine,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Wadi+Jezzine,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,1,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Yammouneh,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Yammouneh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Yanouh Sour,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Yanouh+Sour,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Yanta,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Yanta,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Yaroun,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Yaroun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Yater,0,http://dbpedia.org/resource/Bint_Jbeil_District,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Yater,1,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,55,4,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Yohmor En-Nabatiyeh,0,https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Yohmor+En-Nabatiyeh,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,25,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Yohmor West Bekaa,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Yohmor+West+Bekaa,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Younine,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Younine,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Zaaitreh,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Zaaitreh,1,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,5,https://impact.cib.gov.lb/home#open_data_section,1
0,1,Zaarouriyeh,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Zaarouriyeh,0,1,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Zabboud,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Zabboud,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Zabbougha,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Zabbougha,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,2,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Zaghartaghrine,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Zaghartaghrine,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
